Date,Distance Walking/Running,Steps,Distance Swimming,Strokes,Distance Cycling,Distance Wheelchair,Distance Downhill Snowsports
2024-09-15,10341.11,15360.00,0.00,0.00,0.00,0.00,0.00
2024-09-16,7276.20,11090.00,0.00,0.00,0.00,0.00,0.00
2024-09-17,9455.77,12791.34,0.00,0.00,0.00,0.00,0.00
2024-09-18,7513.14,11831.85,0.00,0.00,0.00,0.00,0.00
2024-09-19,6865.30,10455.15,0.00,0.00,0.00,0.00,0.00
2024-09-20,7650.63,8634.00,0.00,0.00,0.00,0.00,0.00
2024-09-21,7551.05,11200.00,0.00,0.00,0.00,0.00,0.00
2024-09-22,7760.32,11344.00,0.00,0.00,0.00,0.00,0.00
2024-09-23,1016.28,1533.00,0.00,0.00,0.00,0.00,0.00
2024-09-24,3049.77,3673.00,0.00,0.00,0.00,0.00,0.00
2024-09-25,12465.71,11536.00,0.00,0.00,0.00,0.00,0.00
2024-09-26,11931.07,13879.00,0.00,0.00,0.00,0.00,0.00
2024-09-27,6137.82,9083.00,0.00,0.00,0.00,0.00,0.00
2024-09-28,2221.80,3287.02,0.00,0.00,0.00,0.00,0.00
2024-09-29,17068.30,20658.01,0.00,0.00,0.00,0.00,0.00
2024-09-30,11142.01,16911.00,0.00,0.00,0.00,0.00,0.00
2024-10-01,12878.37,17269.52,0.00,0.00,0.00,0.00,0.00
2024-10-02,4506.26,6984.00,0.00,0.00,0.00,0.00,0.00
2024-10-03,11638.15,19776.00,0.00,0.00,0.00,0.00,0.00
2024-10-04,5869.43,9051.00,0.00,0.00,0.00,0.00,0.00
2024-10-05,6630.77,10759.00,0.00,0.00,0.00,0.00,0.00
2024-10-06,6082.04,9952.00,0.00,0.00,0.00,0.00,0.00
2024-10-07,12211.09,14794.00,0.00,0.00,0.00,0.00,0.00
2024-10-08,4309.99,6350.00,0.00,0.00,0.00,0.00,0.00
2024-10-09,15848.44,18350.00,0.00,0.00,0.00,0.00,0.00
2024-10-10,12545.61,14468.00,0.00,0.00,0.00,0.00,0.00
2024-10-11,2227.58,3513.00,0.00,0.00,0.00,0.00,0.00
2024-10-12,6571.75,10270.00,0.00,0.00,0.00,0.00,0.00
2024-10-13,2758.69,4349.00,0.00,0.00,0.00,0.00,0.00
2024-10-14,9642.28,11022.00,0.00,0.00,0.00,0.00,0.00
